PAYER NAME,PAYER ID
Anthem Hoosier HealthWise,00630
Anthem Hoosier HealthWise,00630
Anthem Hoosier HealthWise,00630
Anthem Medicaid - Indiana,00630
Anthem Medicaid - Indiana,00630
Anthem Medicaid - Indiana,00630
Anthem Medicaid - Wisconsin,00950
Anthem Medicaid - Wisconsin,00950
Anthem Medicaid - Wisconsin,00950
Anthem Medicaid of Ohio,29370
Anthem Medicaid of Ohio,29370
Anthem Medicaid of Ohio,29370
Anthem NV Medicaid,00265
Anthem NV Medicaid,00265
Anthem NV Medicaid,00265
Anthem OMHS,37331
Antidote Health Plan,IHS05
Antidote Health Plan,IHS05
APAC (Pinnacle Health Resources),PROSP
APAC (Pinnacle Health Resources),PROSP
APAC (Pinnacle Health Resources),PROSP
Apex Benefit Services,34196
Apex Benefit Services,34196
ApolloCare Partners of Nevada,NMM08
ApolloCare Partners of Nevada,NMM08
Apostrophe,81312
Apostrophe,81312
AppleCare Medical Management,APP01
AppleCare Medical Management,APP01
AppleCare Medical Management,APP01
Apricus,J4517
APWU Health Plan,00360
ARAZ,41178
ARAZ,41178
Arbor Health Plan,52312
Arbor Health Plan,52312
Arcadia Healthcare Solutions - IPG,11081
Arcadia Healthcare Solutions - IPG,11081
Arcadia Healthcare Solutions - NPA,36364
Arcadia Healthcare Solutions - NPA,36364
Arcadia Methodist IPA,NMM01
Arcadia Methodist IPA,NMM01
Arcadia Methodist IPA,NMM01
Arcadian Management Services,61101
Arcadian Management Services,61101
Arcadian Management Services,61101
Arch Health Partners/Centre for Healthcare,SCMG1
Arch Health Partners/Centre for Healthcare,SCMG1
Arch Health Partners/Centre for Healthcare,SCMG1
Archbold Medical Center,ARCHBOLD
ArchCare Advantage,27034
ArchCare Advantage,27034
ARCMI Claims Management,J3977
"Areas USA, Inc.",J1944
Argonaut Insurance Company (ARGO),19801
Argus Dental Plans,ARG01
Argus Vision,ARGUS
Argus Vision,ARGUS
Arise Health Plan (WPS),ARISE
Arise Health Plan (WPS),ARISE
Arise Health Plan (WPS),ARISE
Arizona Complete Care (Centene),AZCOMPLETE
Arizona Complete Care (Centene),AZCOMPLETE
Arizona Complete Health (Centene),68069
Arizona Complete Health (Centene),68069
Arizona Complete Health (Centene),68069
Arizona Priority Care Plus,AZPCP
Arizona Priority Care Plus,AZPCP
Arkansas Superior Select,61184
Arkansas Superior Select,61184
Arkansas Total Care (Centene),ARTOTAL
Arkansas Total Care (Centene),ARTOTAL
"ARM, Ltd",63240
"ARM, Ltd",63240
"ARM, Ltd",63240
ArmadaCare,ARMADA
Arnett Health Plan,87726
Arnett Health Plan,87726
Arnett Health Plan,87726
Arnett Health Plan,ARNETT
Arnot Ogden Medical Center (UCS),43905
Arnot Ogden Medical Center (UCS),43905
Array Health,IHS27
Array Health,IHS27
Arrowhead Regional Medical Center,ARMC1
Arrowhead Regional Medical Center,ARMC1
Arrowhead Regional Medical Center,ARMC1
Arrowpoint,J1564
Arroyo Vista Family Health Center,NMM01
Arroyo Vista Family Health Center,NMM01
Arroyo Vista Family Health Center,NMM01
Ascend IPA,GCMSO
Ascend IPA,GCMSO
Ascension Living Hope Pace,R3470
Ascension Living Hope Pace,R3470
Ascension Living Hope Pace,R3470
Ascension Living Pace Michigan,R3458
Ascension Living Pace Michigan,R3458
Ascension Living St Vincent Pace Inc,R3459
Ascension Living St Vincent Pace Inc,R3459
Asian American Medical Group,AAMG1
Asian American Medical Group,AAMG1
Asian American Medical Group,AAMG1
"Asian Community Medical Group, Inc.",HSM01
"Asian Community Medical Group, Inc.",HSM01
ASONET,CX076
Aspen Medical Associates,16180
Aspen Medical Associates,16180
Aspire Health Plan,ASP01
Aspire Health Plan,ASP01
Aspirus Medicare Advantage,36483
Aspirus Medicare Advantage,36483
Aspirus Medicare Advantage,36483
Aspirus Medicare Advantage,ASPIRUS
ASR Health Benefits,ASRHB
ASRM LLC,ASRM1
ASRM LLC,ASRM1
ASRM LLC,ASRM1
Assist Health Group,86147
Assist Health Group,86147
Associated Dignity Medical Group Professional Corp,HSM01
Associated Dignity Medical Group Professional Corp,HSM01
Associated Hispanic Physicians,AHPSC
Associated Hispanic Physicians of Southern California,AHPSC
Associated Hispanic Physicians of Southern California,AHPSC
Associated Hyspanic Physicians,AHPSC
"Associates for Health Care, Inc. (AHC)",36326
"Associates for Health Care, Inc. (AHC)",36326
Assurant Employee Benefits (Now Sun Life),70408
Assurant Health Self-Funded (Allied Benefit),75068
Assurant Health Self-Funded (Allied Benefit),75068
Assurant Health Self-Funded (Allied Benefit),75068
Assured Benefits Administrators,74240
Assured Benefits Administrators,74240
Assured Benefits Administrators,74240
Astiva Health,84320
Astiva Health,84320
Astiva Health,84320
Astiva Health Encounters,88875
Astiva Health Encounters,88875
Astrana Care Partners of Arizona,NMM12
Astrana Care Partners of Arizona,NMM12
Astrana Care Texas,NMM13
Astrana Care Texas,NMM13
Asuris Northwest Health,10064
Asuris Northwest Health,93221
Asuris Northwest Health,93221
Asuris Northwest Health,93221
Asuris Northwest Health,93221
Athens,J1914
Atlantic Coast Life,ATLANTIC-COAST-LIFE
Atlantic Dental Inc,CX052
Atlantic Medical,22285
Atlantic Medical,22285
Atlantic PPO to Mercury Insurance - Auto,J2047
Atlas Life Ins Co (NFIC Plan Only),90596
Atlas Life Ins Co (NFIC Plan Only),90596
Atrio Health Plans,ATRIO
Atrio Health Plans,ATRIO
Atrio Health Plans,ATRIO
Atrio Health Plans,ATRIO
Atrio Health Plans,ATRIO
AudioNet - National Elevator,AUDIO
Audionet - UAW Ford Retirees/GM Employees (AUDIOSVS),ADSVS
Audionet - UAW GM retirees/Chrysler Emps & Retirees (AUDIOABS),ADABS
AudioNet America (AUDIOCS),ADACS
AultCare/PrimeTime Health Plan,AULT
AultCare/PrimeTime Health Plan,MNAUL
AultCare/PrimeTime Health Plan,MNAUL
AultCare/PrimeTime Health Plan,MNAUL
Austin Mutual Insurance,J1682
Auto Club Insurance Association,11983
Auto One Insurance,C1082
Auto Owners Insurance Company,J1556
Auto-Owners \ Home-Owners Insurance Company - CORVEL,J1580
Auto-Owners \ Owners Insurance Company - CORVEL,J1583
Auto-Owners \ Property-Owners Insurance Co - CORVEL,J1699
Auto-Owners \ Southern-Owners Company - CORVEL,J1688
Auto-Owners Life Insurance Company - CORVEL,J1596
Automated Benefit Services,38259
Automated Benefit Services,38259
Automated Benefit Services,38259
Automated Benefit Services,AUTOBENESVCS
Automated Group Administration Inc. (AGA),37280
Automated Group Administration Inc. (AGA),37280
Automobile Dealers Insurance Company Inc,J1861
Auxiant,AUX01
Auxiant,AUX01
Auxiant,AUX01
Auxiant,AUXIANT
Avalon Administrative Services - BCBSNC,AVA02
Avalon Healthcare Solutions,AVA01
Avalon Healthcare Solutions,AVA01
Avalon Healthcare Solutions Capital Blue Cross,AVA03
Avalon IPA,CAPMN
Avalon IPA,CAPMN
Avalon IPA,CAPMN
Avanta IPA,ASMSO
Avanta IPA,ASMSO
Avera Health Plans,46045
Avera Health Plans,46045
Avera Health Plans,46045
Avera Health Plans,AVERA-HP
Avera Health Plans for John Morrell,38310
Avera Health Plans for John Morrell,38310
Avera Health Plans for John Morrell,38310
Avesis LLC,87098
Avesis LLC,87098
AvMed,10067
AvMed,59274
AvMed,59274
AvMed,59274
AvMed Encounters,59275
AXA Assistance_USA,65101
Axminster Medical Group,AXM01
Axminster Medical Group,AXM01
Axminster Medical Group,AXM01
Ayers Trucking,J1018
BadgerCare Plus (CCHP),251CC
BadgerCare Plus (CCHP),251CC
Bakersfield Family Medical Center (BFMC) (Regal),BKRFM
Bakersfield Family Medical Center (BFMC) (Regal),BKRFM
Bakersfield Family Medical Center (BFMC) (Regal),BKRFM
Bakery and Confectionery Union and Industry International Health,BCTF1
Bakery and Confectionery Union and Industry International Health,BCTF1
Balance Staffing Workforce,J3844
"Baldwin & Lyons, Inc. (Previous Name Protective Insurance Co) - CORVEL",J2301
Bank of America - CORVEL,J1729
Bankers Fidelity Life Insurance Company,BANKERS
Bankers Life (ERA Only),30152
Bankers Life and Casualty,BANKERS-LAC
Banner - University Family Care / AHCCCS Complete Care (B- UFC/ACC) and Banner Medicare Advantage Dual,09830
Banner - University Family Care / AHCCCS Complete Care (B- UFC/ACC) and Banner Medicare Advantage Dual,09830
Banner - University Family Care / AHCCCS Complete Care (B- UFC/ACC) and Banner Medicare Advantage Dual,09830
Banner - University Family Care/ Arizona Long Term Care System (B-UFC/ALTCS),66901
Banner - University Family Care/ Arizona Long Term Care System (B-UFC/ALTCS),66901
Banner - University Family Care/ Arizona Long Term Care System (B-UFC/ALTCS),66901
Banner Health,BANNER-HLTH
Banner Health (Healthnet Senior),BANNER-HNSR
Banner Health (UHC Medicare Advantage),BANNER-UHCMA
Banner Health and Aetna Health Insurance Company,67895
Banner Health and Aetna Health Insurance Company,67895
Banner Health and Aetna Health Insurance Company,BANNER-AETNA
Banner Medicare Advantage Plus PPO,84324
Banner Medicare Advantage Plus PPO,84324
Banner Medicare Advantage Plus PPO,84324
Banner Medicare Advantage Prime HMO,84323
Banner Medicare Advantage Prime HMO,84323
Banner Medicare Advantage Prime HMO,84323
Banner Plan Administration (Choice Plus and Select 500),BANNER-PACPS5
Banner University Family Care/ALTCS,66901
Baptist Health South Florida,65026
"Baptist Healthcare Systems, Inc - CORVEL",J2164
Bardavon Health Innovations,J2334
BARInet,CB369
BARInet,CB369
Barnes,J1503
Barrett Business Services Inc (BBSI),J1686
Basic Plus (TCC),48143
Basic Plus (TCC),48143
"Bass Administrators, Inc.",38238
"Bass Administrators, Inc.",38238
"Bass Pro Group, LLC - CORVEL",J1958
Bay Area Care Partners,NMM11
Bay Area Care Partners,NMM11
"Bay Bridge Administrators, LLC",06941
"Bay Bridge Administrators, LLC",06941
BayCare Select Health Plans Inc,81079
BayCare Select Health Plans Inc,81079
BayCare Select Health Plans Inc,81079
BayCare Select Health Plans Inc,BAYCARE-PLUS
"BayCare Select Health Plans, Inc.",BAYCARE-PLUS
BC California (Anthem),10051
BC California (Anthem),10051 
BC California (Anthem),47198
BC California (Anthem),BC001
BC California (Anthem),BC001
BC California (Anthem),BC001
BC Idaho,BCID
BC Idaho,BLUEC
BC Idaho,BLUEC
BC Idaho,BLUEC
BC Illinois,CB621
BC Pennsylvania (Capital Blue/CAIC),23045
BC Pennsylvania (Capital Blue/CAIC),23045
BC Pennsylvania (Capital Blue/CAIC),23045
BCBS Alabama,00510
BCBS Alabama,00510
BCBS Alabama,00510
BCBS Alabama,BCBSAL
BCBS Alabama (Institutional),BCBSAL-CSIN
BCBS Alabama (Professional),BCBSAL-CSPROF
BCBS Arizona,53589
BCBS Arizona,53589
BCBS Arizona,53589
BCBS Arizona,53589
BCBS Arizona,53589
BCBS Arizona Advantage,53589
BCBS Arizona Advantage,53589
BCBS Arkansas,00520
BCBS Arkansas,00520
BCBS Arkansas,00520
BCBS Arkansas,BCBSAR
BCBS Arkansas,BCBSAR
BCBS Arkansas,CBAR1
BCBS Colorado (Anthem),00050
BCBS Colorado (Anthem),00050
BCBS Colorado (Anthem),00050
BCBS Colorado (Anthem),00050
BCBS Colorado (Anthem),10029
BCBS Colorado (Anthem),84099
BCBS Colorado (Anthem),84103
BCBS Connecticut (Anthem),00060
BCBS Connecticut (Anthem),00060
BCBS Connecticut (Anthem),00060
BCBS Connecticut (Anthem),10030
BCBS Connecticut (Anthem),10030
BCBS Connecticut (Anthem),65358
BCBS Delaware,89070
BCBS Delaware,89070
BCBS Delaware,BCBSDE
BCBS Delaware (Highmark),00570
BCBS Delaware (Highmark),00570
BCBS District of Columbia (CareFirst),BCBSDC
BCBS District of Columbia (Carefirst),SB580
BCBS District of Columbia (Carefirst),SB580
BCBS District of Columbia (Carefirst),SB580
BCBS Empire New York,00803
BCBS Empire New York,00803
BCBS Empire New York,00803
BCBS Empire New York,BCBS-EMPIRE-NY
BCBS Empire New York,BCBS-EMPIRE-NY
BCBS Florida (Florida Blue),00590
BCBS Florida (Florida Blue),00590
BCBS Florida (Florida Blue),00590
BCBS Florida (Florida Blue),BCBSF
BCBS Florida (Florida Blue),BCBSF
BCBS Florida Medicare Advantage (Florida Blue),BCBSFL-MEDADV
BCBS Florida Medicare Advantage (Florida Blue),BCBSFL-MEDADV
BCBS Georgia (Anthem),00601
BCBS Georgia (Anthem),00601
BCBS Georgia (Anthem),00601
BCBS Georgia (Anthem),10032
BCBS Georgia (Anthem),10032
BCBS Georgia (Anthem),BCGFP
BCBS Georgia (Anthem),SB601
BCBS Hawaii (HMSA),11141
BCBS Hawaii (HMSA),HMSA1
BCBS Hawaii (HMSA),HMSA1
BCBS Hawaii (HMSA),HMSA1
BCBS Hawaii (HMSA),HMSA1
BCBS Illinois - Subrogation,MDSIL
BCBS Illinois - Subrogation,MDSIL
BCBS Illinois - Subrogation,MDSIL
BCBS Illinois (HCSC),00621
BCBS Illinois (HCSC),00621
BCBS Illinois (HCSC),00621
BCBS Illinois (HCSC),00621
BCBS Illinois (HCSC),10088
BCBS Illinois (HCSC),10088
BCBS Illinois Medicare Advantage (HCSC),BCBSIL-MEDADV
BCBS Illinois Medicare Advantage (HCSC),BCBSIL-MEDADV
BCBS Indiana (Anthem),00630
BCBS Indiana (Anthem),00630
BCBS Indiana (Anthem),00630
BCBS Indiana (Anthem),10258
BCBS Indiana (Anthem),10258
BCBS Indiana (Anthem),84105
BCBS Iowa,88848
BCBS Iowa,88848
BCBS Iowa,88848
BCBS Iowa,BCBSIA
BCBS Iowa,BCBSIA
BCBS Kansas,47163
BCBS Kansas,47163
BCBS Kansas,47163
BCBS Kansas,BCBSKS
BCBS Kansas City,13111
BCBS Kansas City,13111
BCBS Kansas City,47171
BCBS Kansas City,47171
BCBS Kansas City,47171
BCBS Kentucky (Anthem),00660
BCBS Kentucky (Anthem),00660
BCBS Kentucky (Anthem),00660
BCBS Kentucky (Anthem),10259
BCBS Kentucky (Anthem),10259
BCBS Kentucky (Anthem),84105
BCBS Louisiana,53120
BCBS Louisiana,53120
BCBS Louisiana,53120
BCBS Louisiana,53120
BCBS Louisiana Advantage Plus Network,89070
BCBS Louisiana Advantage Plus Network,89070
BCBS Maine (Anthem),00680
BCBS Maine (Anthem),00680
BCBS Maine (Anthem),00680
BCBS Maine (Anthem),10036
BCBS Maine (Anthem),10036
BCBS Maine (Anthem),BME01
BCBS Maryland (CareFirst),10095
BCBS Maryland (CareFirst),SB690
BCBS Maryland (CareFirst),SB690
BCBS Maryland (CareFirst),SB690
BCBS Maryland (Carefirst),10095
BCBS Maryland Medicare Advantage (CareFirst),BCBSMD-MEDADV
BCBS Maryland Medicare Advantage (CareFirst),BCBSMD-MEDADV
BCBS Massachusetts,00139
BCBS Massachusetts,10096
BCBS Massachusetts,BS059
BCBS Massachusetts,BS059
BCBS Massachusetts,BS059
BCBS Massachusetts,BS059
BCBS Medicaid Ohio (Anthem),ANTHEM-OHMCD
BCBS Medicaid Ohio (Anthem),ANTHEM-OHMCD
BCBS Michigan,00210
BCBS Michigan,00210
BCBS Michigan,00710
BCBS Michigan,00710
BCBS Michigan,BCBSMI
BCBS Michigan,BCBSMI 
BCBS Michigan (Dental Only),BBMDQ
BCBS Michigan (Dental Only),BBMDQ
BCBS Minnesota,00720
BCBS Minnesota,00720
BCBS Minnesota,00720
BCBS Minnesota,BCBSMN
BCBS Minnesota,BCBSMN 
BCBS Mississippi,00230
BCBS Mississippi,00230
BCBS Mississippi,00230
BCBS Mississippi,10099
BCBS Mississippi,10099
BCBS Missouri (Anthem),00241
BCBS Missouri (Anthem),00241
BCBS Missouri (Anthem),00241
BCBS Missouri (Anthem),10322
BCBS Missouri (Anthem),10322
BCBS Missouri (Anthem),84105
BCBS Montana (HCSC),11144
BCBS Montana (HCSC),11144
BCBS Montana (HCSC),BCSMT
BCBS Montana (HCSC),BCSMT
BCBS Montana (HCSC),BCSMT
BCBS Montana Medicare Advantage (HCSC),BCBSMT-MEDADV
BCBS Montana Medicare Advantage (HCSC),BCBSMT-MEDADV
BCBS Mountain States,54828
BCBS Mountain States,54828
BCBS Mountain States,BCBSMTN
BCBS Nebraska,00760
BCBS Nebraska,00760
BCBS Nebraska,00760
BCBS Nebraska,10101
BCBS Nebraska,10101
BCBS Nevada (Anthem),00265
BCBS Nevada (Anthem),00265
BCBS Nevada (Anthem),00265
BCBS Nevada (Anthem),10260
BCBS Nevada (Anthem),10260
BCBS Nevada (Anthem),84101
BCBS New Hampshire (Anthem),00770
BCBS New Hampshire (Anthem),00770
BCBS New Hampshire (Anthem),00770
BCBS New Hampshire (Anthem),10261
BCBS New Hampshire (Anthem),10261
BCBS New Hampshire (Anthem),BNH01
BCBS New Jersey (Horizon),10104
BCBS New Jersey (Horizon),10104
BCBS New Mexico (HCSC),00790
BCBS New Mexico (HCSC),00790
BCBS New Mexico (HCSC),00790
BCBS New Mexico (HCSC),10105
BCBS New Mexico (HCSC),10105
BCBS New Mexico Medicare Advantage (HCSC),BCBSNM-MEDADV
BCBS New Mexico Medicare Advantage (HCSC),BCBSNM-MEDADV
BCBS New York - Excellus (Central Region),00805
BCBS New York - Excellus (Central Region),00805
BCBS New York - Excellus (Central Region),00805
BCBS New York - Excellus (Central Region),12963
BCBS New York - Excellus (Central Region),12963
BCBS New York - Excellus (Rochester Region),00804
BCBS New York - Excellus (Rochester Region),00804
BCBS New York - Excellus (Rochester Region),00804
BCBS New York - Excellus (Rochester Region),12967
BCBS New York - Excellus (Rochester Region),12967
BCBS New York - Excellus (Utica Region),00806
BCBS New York - Excellus (Utica Region),00806
BCBS New York - Excellus (Utica Region),00806
BCBS New York - Excellus (Utica Watertown Region),00806
BCBS New York - Excellus (Utica Watertown Region),00806
BCBS New York - Excellus (Utica Watertown Region),00806
BCBS New York - Excellus (Utica Watertown Region),12968
BCBS New York - Excellus (Utica Watertown Region),12968
BCBS North Carolina,BCBSNC
BCBS North Carolina,BCBSNC
BCBS North Carolina,SB810
BCBS North Carolina,SB810
BCBS North Carolina,SB810
BCBS North Dakota,00820
BCBS North Dakota,00820
BCBS North Dakota,00820
BCBS North Dakota,BCNDC
BCBS North Dakota,BCNDC
BCBS Ohio (Anthem),00834
BCBS Ohio (Anthem),00834
BCBS Ohio (Anthem),00834
BCBS Ohio (Anthem),10044
BCBS Ohio (Anthem),10044
BCBS Ohio (Anthem),84105
BCBS Oklahoma (HCSC),00840
BCBS Oklahoma (HCSC),00840
BCBS Oklahoma (HCSC),00840
BCBS Oklahoma (HCSC),11150
BCBS Oklahoma (HCSC),11150
BCBS Oklahoma Medicare Advantage (HCSC),BCBSOK-MEDADV
BCBS Oklahoma Medicare Advantage (HCSC),BCBSOK-MEDADV
BCBS Oregon (Regence),00851
BCBS Oregon (Regence),00851
BCBS Oregon (Regence),00851
BCBS Oregon (Regence),00851
BCBS Oregon (Regence),00851
BCBS Oregon (Regence),00851
BCBS Pennsylvania (Highmark),54771
BCBS Pennsylvania (Highmark),54771
BCBS Pennsylvania (Highmark),54771
BCBS Pennsylvania (Highmark),PABLS
BCBS Pennsylvania Northeast,BCBSPA-NE
BCBS Pennsylvania Northeast,BCBSPA-NE
BCBS Puerto Rico,BCBSPR
BCBS Rhode Island,00870
BCBS Rhode Island,00870
BCBS Rhode Island,00870
BCBS Rhode Island,10111
BCBS Rhode Island,10111
BCBS Rhode Island,53473
BCBS South Carolina,BCBSSC
BCBS South Carolina,BCBSSC
BCBS South Carolina,BCSSC
BCBS South Carolina,BCSSC
